Name of Lead Agency,Agency Address - Line 1,Agency Address - Line 2,City,Zip Code,Lead Agency Website,Primary Contact Person,Lead Agency Phone Number,Lead Agency Email,Name of Program,Program Description,Number of Sites,Primary Site Address,,City,Zip Code,Primary Site Contact Person,Primary Site Phone Number,Primary Site Email Address,Area(s) of Focus,Days of Program Operation,Hours of Program Operation,Period of Operation,Eligibility Requirements,Capacity of Program,Grades Served,License Status,Fees,Transportation Provision,Does your program serve meals?,Please share any additional comments or notes
Brierwood Child Care and Preschool,4920 William St,,Lancaster,14086,brierwoodchildcare.com,,716-206-2510,n/a,School-Age Child Care,"The After-School program will be a time for children to unwind, do homework, release energy, develop their own interests and socialize with friends.  The children will be engaged in daily-supervised indoor and outdoor (weather permitting) play.  An area for rest or study (if desired) is also available to the children.  Child initiated, group initiated and teacher initiated activities will take place.  The children will also have access to a computer, art materials, books and age appropriate games and toys.  There will be opportunities for the children to participate in group games or to work or play alone.",5,281 Spindrift Dr.,,Williamsville,14221,Katlin Stack, 716-630-1500,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Community Service/ Service Learning, Computers/ Technology, Health/ Nutrition, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal from school until 6pm,"School Year, Summer",Ages 5-10,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th",,Fees vary; please call for more information!,To the program,Snack,
Kiddie Corner Child Care Center,1019 Abbott Road,,Buffalo,14220,http://kiddiecornerchildcare.com/,,716-827-5437,n/a,School-Age Care,"Kiddie Corner offers care for your school-aged child if they are enrolled in Pre-Kindergarten or Kindergarten. This care is available before and after school, days off from school (including those unexpected snow days), and summer vacation. If you are interested in this care, please see Anne so that you can get the paperwork on our school-aged program.",1,1019 Abbott Road,,Buffalo,14224,,716-827-5437,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal from school until 6pm,"School Year, Summer, School Breaks",,,"Day care age, Pre-K, Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,Please contact Anne for information regarding fees!,We do not provide transportation,Snack,
"My Kids Child Care Developmental Center, LLC",3012 Main St,,Buffalo,14214,mykidschildcarecenter@yahoo.com,,716-837-7280,mykidschildcarecenter@yahoo.com,After-School Program,"Our goal at My Kids Child Care Developmental Center, is to meet the daily challenge of developing young minds and character with skill, a caring spirit, and patience within a warm and nurturing environment. During our execution of these objectives, we hope to assist parents in developing well rounded individuals as they mature to different stages of growth and maturity.
",1,3012 Main St,,Buffalo,14214,,716-837-7280,mykidschildcarecenter@yahoo.com,"Academic Support/ Homework Help, Health/ Nutrition, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday","Monday-Thursday: 6:30am - 7:00pm
Friday: 6:30am - 5:30pm",School Year,6 weeks to 4 years,,"Day care age, Pre-K",,,We do not provide transportation,"Breakfast, Lunch, Dinner, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,info@doodlebugs.com,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,8584 Sheridan Dr,,Clarence,14221,Molly White,716-632-5500,molly.white@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Sports/ Recreation/ Fitness, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,n/a,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,8790 Transit Rd,,East Amherst ,14051,Kate Bordonaro,716-688-0200,kate.bordonaro@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Sports/ Recreation/ Fitness, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,n/a,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,100 North French Rd,,West Amherst,14228,Colleen Nolan,716-564-1300,colleen.nolan@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,n/a,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,14 Rehm Rd,,Lancaster,14043,Maria Thompson,716-684-2300,maria.thompson@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,n/a,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,215 Red Tail Dr,,Orchard Park,14127,Sara Utech,716-677-9900,Sara.utech@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Doodle Bugs!,20 Losson Rd,Suite 215,Buffalo,14227,www.doodlebugs.com,,866-668-5111,n/a,After-School Program,"We understand that your family’s need for safe, supervised care extends well into your child’s elementary school years. Doodle Bugs! provides an interesting, educational and fun recreation program, supervised by qualified adults. Students enjoy a balance of planned activities (arts and crafts, sports and games, group projects) and time to unwind (indoor/outdoor play, reading, drawing). When your school ager attends for a full day, field trips and special events add to the fun.",6,10 Losson Rd,,Cheektowaga,14227,Meghan Haley,716-668-6500,Meghan.haley@doodlebugs.com,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Mental Health/ Social Development, arts and crafts","Monday, Tuesday, Wednesday, Thursday, Friday",6:30am-6:30pm,School Year,Ages 5-12,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,,To the program,"Breakfast, Lunch, Snack",
Aspire of WNY,2495 Main St #417,,Buffalo,14214,aspirewny.org,,716-505-5830,n/a,After-School Respite,"Focusing on leisure and recreational activities, the program is available for children and young adults with disabilities, three to 18 years of age at Aspire's Center for Learning.  Activities include arts and crafts, baking, outdoor/indoor gross motor games, and free play. There are regular opportunities for younger children, under the age of 12, to be integrated into Aspire's Children's Discovery Corner day care. ",1,2495 Main St,,Buffalo,14214,Kathleen Voyer,716-838-0047,n/a,"Sports/ Recreation/ Fitness, Mental Health/ Social Development, baking, arts and crafts, motor racing","Monday, Tuesday, Wednesday, Thursday, Friday",2:30pm-6:00pm,School Year,Ages 3-18,,"Day care age, Pre-K, Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th",,,We do not provide transportation,Snack,
Learning Disabilities Association of WNY,2555 Elmwood Avenue,,Kenmore,14217,ldaofwny.org,,716-874-7200, information@ldaofwny.org,After-School Program,"The after school program runs Monday-Friday from 2pm – 4:30pm, with transportation home provided by the agency. The program provides homework help, art class at Starlight Studio and Art Gallery, life skills activities and community outings.",1,2555 Elmwood Avenue,,Kenmore,14217,,716-874-7200, information@ldaofwny.org,"Academic Support/ Homework Help, Sports/ Recreation/ Fitness, Mental Health/ Social Development, Art classes","Monday, Tuesday, Wednesday, Thursday, Friday", 2pm – 4:30pm,School Year,Ages 7-18,,"2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th",,,"To the program, Home from the program",Snack,
Boys and Girls Club of Elma,2080 Girdle Rd,,Elma,14059,bgcemw.org,,716-652-9292,n/a,Touch Football Program,"The Boys & Girls Club of EMW Touch Football League is a fun, competitive, positive league 
that emphasizes the importance of teamwork, leadership, and sportsmanship. 
This program provides a safe and fun environment for boys and girls to get together, make 
friends, and play the game of football. 
Pass, Catch, Run, and SCORE by signing up to play in our Touch Football League.
Boys and Girls of all ages are encouraged to participate!",1,2080 Girdle Road,,Elma,14059,, 716-652-9292,n/a,"Sports/ Recreation/ Fitness, Mental Health/ Social Development","Monday, Wednesday"," Game times will be 3pm, 4pm, and 5pm",The Touch Football Season runs from September 29th - October 29th,Two Leagues: 4TH-5TH GRADE;  6TH –9TH GRADE ,,"4th, 5th, 6th, 7th, 8th, 9th",,Fees are dependent on membership; please call for more information!,"To the program, Home from the program",No meals provided,
Boys and Girls Club of Elma,2080 Girdle Rd,,Elma,14059,bgcemw.org,,716-652-9292,n/a,Kickball Program,"The Boys & Girls Club of EMW Kickball League is a fun, competitive, positive league that 
emphasizes the importance of teamwork, leadership, and sportsmanship. 
This program provides a safe and fun environment for boys and girls to get together, make 
friends, and play the game of soccer. 
Kick, Run, Catch, Pass, and SCORE by signing up to play in our Kickball League.
Boys and Girls of all ages are encouraged to participate!",1,2080 Girdle Road,,Elma,14059,,716-652-9292,n/a,"Sports/ Recreation/ Fitness, Mental Health/ Social Development","Tuesday, Thursday","Game times will be 3pm, 4pm, and 5pm",The Kickball Season runs from September 30th - October 30th.,Two Leagues: 4TH-5TH GRADE;  6TH –9TH GRADE ,,"4th, 5th, 6th, 7th, 8th, 9th",,Fees are contingent on membership; please call for more information!,"To the program, Home from the program",No meals provided,
